epoch,loss,val_loss,val_x_logits_loss,val_x_logpdf_loss,val_z_latents_loss,x_logits_loss,x_logpdf_loss,z_latents_loss
38,5900.46728515625,2674.98193359375,2672.4833984375,-1.3959449529647827,2.798666477203369,5897.53466796875,-1.3923778533935547,2.985464334487915
39,5894.1279296875,2634.1826171875,2631.67431640625,-1.3924795389175415,2.7608134746551514,5891.1806640625,-1.3949823379516602,2.9777915477752686
40,5893.9189453125,2699.365478515625,2696.892578125,-1.3826745748519897,2.7260282039642334,5890.9755859375,-1.3946478366851807,2.9686758518218994
41,5892.0,2632.83544921875,2630.2333984375,-1.3910434246063232,2.821934938430786,5889.04150390625,-1.3964290618896484,2.964556932449341
42,5885.28662109375,2619.049560546875,2616.462158203125,-1.399253010749817,2.790034055709839,5882.3154296875,-1.3982545137405396,2.9553799629211426
43,5884.787109375,2669.18994140625,2666.73291015625,-1.4021389484405518,2.708562135696411,5881.80419921875,-1.4001688957214355,2.9484856128692627
44,5886.78466796875,2603.866943359375,2601.275146484375,-1.399195909500122,2.749260663986206,5883.8017578125,-1.3990659713745117,2.9328219890594482
45,5888.96044921875,2683.95556640625,2680.845947265625,-1.401691198348999,3.1845340728759766,5885.9755859375,-1.399070143699646,2.9247772693634033
46,5877.095703125,2582.769287109375,2580.0048828125,-1.4009442329406738,2.800544261932373,5874.083984375,-1.3996373414993286,2.916022777557373
47,5882.873046875,2664.0498046875,2661.442626953125,-1.3980437517166138,2.7638537883758545,5879.86376953125,-1.3988854885101318,2.9064714908599854
48,5874.1298828125,2712.105224609375,2709.327392578125,-1.4012033939361572,2.932908535003662,5871.11669921875,-1.3986760377883911,2.898383140563965
49,5870.12744140625,2629.119140625,2626.534423828125,-1.4026353359222412,2.704275369644165,5867.103515625,-1.3984109163284302,2.888502836227417
50,5868.5703125,2602.26708984375,2599.6572265625,-1.4045302867889404,2.714353084564209,5865.54931640625,-1.400386929512024,2.8793630599975586
51,5869.84716796875,2632.085693359375,2629.27587890625,-1.400876760482788,2.791186809539795,5866.8095703125,-1.400705099105835,2.871634006500244
52,5879.986328125,2594.22265625,2591.55078125,-1.3982508182525635,2.703911542892456,5876.951171875,-1.4002548456192017,2.8634636402130127
53,5862.1806640625,2555.234375,2552.511962890625,-1.4005415439605713,2.7179484367370605,5859.14501953125,-1.3999577760696411,2.8520078659057617
54,5863.548828125,2653.587890625,2651.02392578125,-1.4021496772766113,2.677819013595581,5860.49853515625,-1.400425910949707,2.8472537994384766
55,5859.7646484375,2729.93212890625,2726.89892578125,-1.396917700767517,2.955134391784668,5856.69482421875,-1.3998867273330688,2.8405871391296387
56,5857.00732421875,2652.12890625,2649.384033203125,-1.3998429775238037,2.7808449268341064,5853.94091796875,-1.4001893997192383,2.835571765899658
57,5869.0693359375,2637.639892578125,2635.196044921875,-1.397875428199768,2.559262275695801,5866.00048828125,-1.399856686592102,2.8281733989715576
58,5853.8623046875,2593.45947265625,2590.838623046875,-1.4036872386932373,2.6259677410125732,5850.794921875,-1.4014484882354736,2.8214688301086426
59,5860.494140625,2849.3994140625,2846.40771484375,-1.4048129320144653,3.020648956298828,5857.40478515625,-1.4022265672683716,2.817171812057495
60,5854.28662109375,2570.825439453125,2568.139404296875,-1.4014902114868164,2.6431727409362793,5851.1884765625,-1.4007656574249268,2.810105085372925
61,5856.13134765625,2624.594970703125,2621.9404296875,-1.397502064704895,2.648057222366333,5853.03759765625,-1.4009066820144653,2.798582077026367
62,5853.44140625,2630.46875,2627.848388671875,-1.4009166955947876,2.6389739513397217,5850.3359375,-1.4015638828277588,2.7977352142333984
63,5845.5146484375,2634.489013671875,2631.34912109375,-1.398117184638977,2.9103925228118896,5842.39794921875,-1.4009594917297363,2.790489673614502
64,5852.4287109375,2619.72705078125,2616.985107421875,-1.391991138458252,2.6445767879486084,5849.30615234375,-1.3985862731933594,2.781480312347412
65,5853.45556640625,2705.8056640625,2702.97705078125,-1.3977329730987549,2.7917354106903076,5850.3173828125,-1.3971545696258545,2.7719552516937256
66,5844.57275390625,2599.2890625,2596.669921875,-1.3989514112472534,2.601030111312866,5841.4287109375,-1.3984748125076294,2.7687032222747803
67,5850.4765625,2657.77685546875,2655.206298828125,-1.4014058113098145,2.558350086212158,5847.3310546875,-1.3991451263427734,2.7656450271606445
